CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TransactionID,TransactionDate,AmountSpent,ProductCategory,InteractionID,InteractionDate,InteractionType,ResolutionStatus,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
14,42,m,widowed,medium,6272,2022-11-08,150.22,books,4459.0,2022-07-25,complaint,unresolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,6272,2022-11-08,150.22,books,8823.0,2022-07-29,feedback,resolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,8718,2022-06-05,478.59,groceries,4459.0,2022-07-25,complaint,unresolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,8718,2022-06-05,478.59,groceries,8823.0,2022-07-29,feedback,resolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,7776,2022-10-16,335.44,clothing,4459.0,2022-07-25,complaint,unresolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,7776,2022-10-16,335.44,clothing,8823.0,2022-07-29,feedback,resolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,6836,2022-01-17,468.35,furniture,4459.0,2022-07-25,complaint,unresolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,6836,2022-01-17,468.35,furniture,8823.0,2022-07-29,feedback,resolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,6340,2022-02-21,213.22,groceries,4459.0,2022-07-25,complaint,unresolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,6340,2022-02-21,213.22,groceries,8823.0,2022-07-29,feedback,resolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,1721,2022-06-03,156.21,groceries,4459.0,2022-07-25,complaint,unresolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,1721,2022-06-03,156.21,groceries,8823.0,2022-07-29,feedback,resolved,2023-01-10,26,online banking,0
15,42,m,divorced,medium,3145,2022-03-28,283.39,books,6644.0,2022-10-18,feedback,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,3145,2022-03-28,283.39,books,3914.0,2022-02-04,complaint,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,2620,2022-11-11,383.9,electronics,6644.0,2022-10-18,feedback,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,2620,2022-11-11,383.9,electronics,3914.0,2022-02-04,complaint,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,6146,2022-04-15,160.79,books,6644.0,2022-10-18,feedback,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,6146,2022-04-15,160.79,books,3914.0,2022-02-04,complaint,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,2253,2022-01-20,273.54,furniture,6644.0,2022-10-18,feedback,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,2253,2022-01-20,273.54,furniture,3914.0,2022-02-04,complaint,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,1293,2022-05-20,68.63,groceries,6644.0,2022-10-18,feedback,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,1293,2022-05-20,68.63,groceries,3914.0,2022-02-04,complaint,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,5338,2022-01-26,406.29,groceries,6644.0,2022-10-18,feedback,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,5338,2022-01-26,406.29,groceries,3914.0,2022-02-04,complaint,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,4936,2022-08-16,151.88,furniture,6644.0,2022-10-18,feedback,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,4936,2022-08-16,151.88,furniture,3914.0,2022-02-04,complaint,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,3147,2022-12-16,185.6,clothing,6644.0,2022-10-18,feedback,unresolved,2023-06-15,44,online banking,0
15,42,m,divorced,medium,3147,2022-12-16,185.6,clothing,3914.0,2022-02-04,complaint,unresolved,2023-06-15,44,online banking,0
16,30,f,single,medium,9620,2022-11-25,52.67,books,5761.0,2022-06-30,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,9620,2022-11-25,52.67,books,9278.0,2022-09-08,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,5751,2022-07-23,352.99,books,5761.0,2022-06-30,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,5751,2022-07-23,352.99,books,9278.0,2022-09-08,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,3844,2022-11-22,250.51,furniture,5761.0,2022-06-30,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,3844,2022-11-22,250.51,furniture,9278.0,2022-09-08,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,6371,2022-11-14,154.7,books,5761.0,2022-06-30,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,6371,2022-11-14,154.7,books,9278.0,2022-09-08,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,4438,2022-08-09,470.53,clothing,5761.0,2022-06-30,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,4438,2022-08-09,470.53,clothing,9278.0,2022-09-08,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,6637,2022-08-07,97.06,electronics,5761.0,2022-06-30,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,6637,2022-08-07,97.06,electronics,9278.0,2022-09-08,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,6615,2022-12-14,159.18,furniture,5761.0,2022-06-30,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,6615,2022-12-14,159.18,furniture,9278.0,2022-09-08,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,7531,2022-09-01,147.82,furniture,5761.0,2022-06-30,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,7531,2022-09-01,147.82,furniture,9278.0,2022-09-08,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,1141,2022-11-13,334.33,books,5761.0,2022-06-30,inquiry,resolved,2023-03-15,41,online banking,1
16,30,f,single,medium,1141,2022-11-13,334.33,books,9278.0,2022-09-08,inquiry,resolved,2023-03-15,41,online banking,1
17,19,m,married,low,1301,2022-06-03,67.2,groceries,2246.0,2022-05-11,inquiry,unresolved,2023-09-03,8,online banking,0
17,19,m,married,low,1301,2022-06-03,67.2,groceries,7540.0,2022-05-06,inquiry,resolved,2023-09-03,8,online banking,0
17,19,m,married,low,7359,2022-09-29,92.54,electronics,2246.0,2022-05-11,inquiry,unresolved,2023-09-03,8,online banking,0
17,19,m,married,low,7359,2022-09-29,92.54,electronics,7540.0,2022-05-06,inquiry,resolved,2023-09-03,8,online banking,0
17,19,m,married,low,2767,2022-07-19,344.04,electronics,2246.0,2022-05-11,inquiry,unresolved,2023-09-03,8,online banking,0
17,19,m,married,low,2767,2022-07-19,344.04,electronics,7540.0,2022-05-06,inquiry,resolved,2023-09-03,8,online banking,0
17,19,m,married,low,3589,2022-07-23,431.79,books,2246.0,2022-05-11,inquiry,unresolved,2023-09-03,8,online banking,0
17,19,m,married,low,3589,2022-07-23,431.79,books,7540.0,2022-05-06,inquiry,resolved,2023-09-03,8,online banking,0
17,19,m,married,low,9294,2022-11-24,121.62,furniture,2246.0,2022-05-11,inquiry,unresolved,2023-09-03,8,online banking,0
17,19,m,married,low,9294,2022-11-24,121.62,furniture,7540.0,2022-05-06,inquiry,resolved,2023-09-03,8,online banking,0
17,19,m,married,low,4397,2022-06-27,124.02,clothing,2246.0,2022-05-11,inquiry,unresolved,2023-09-03,8,online banking,0
17,19,m,married,low,4397,2022-06-27,124.02,clothing,7540.0,2022-05-06,inquiry,resolved,2023-09-03,8,online banking,0
17,19,m,married,low,4890,2022-07-01,444.06,groceries,2246.0,2022-05-11,inquiry,unresolved,2023-09-03,8,online banking,0
17,19,m,married,low,4890,2022-07-01,444.06,groceries,7540.0,2022-05-06,inquiry,resolved,2023-09-03,8,online banking,0
18,56,f,married,high,4769,2022-05-27,164.11,groceries,9487.0,2022-11-08,inquiry,unresolved,2023-11-24,37,website,1
18,56,f,married,high,1171,2022-08-30,97.23,furniture,9487.0,2022-11-08,inquiry,unresolved,2023-11-24,37,website,1
18,56,f,married,high,6170,2022-04-28,281.73,books,9487.0,2022-11-08,inquiry,unresolved,2023-11-24,37,website,1
18,56,f,married,high,1028,2022-02-08,154.09,furniture,9487.0,2022-11-08,inquiry,unresolved,2023-11-24,37,website,1
18,56,f,married,high,9033,2022-01-14,254.22,books,9487.0,2022-11-08,inquiry,unresolved,2023-11-24,37,website,1
19,57,f,divorced,high,3893,2022-10-14,382.15,furniture,9979.0,2022-11-28,complaint,unresolved,2023-03-08,39,online banking,0
19,57,f,divorced,high,3893,2022-10-14,382.15,furniture,8180.0,2022-04-18,complaint,unresolved,2023-03-08,39,online banking,0
19,57,f,divorced,high,9830,2022-05-09,477.83,furniture,9979.0,2022-11-28,complaint,unresolved,2023-03-08,39,online banking,0
19,57,f,divorced,high,9830,2022-05-09,477.83,furniture,8180.0,2022-04-18,complaint,unresolved,2023-03-08,39,online banking,0
19,57,f,divorced,high,5865,2022-07-18,19.8,groceries,9979.0,2022-11-28,complaint,unresolved,2023-03-08,39,online banking,0
19,57,f,divorced,high,5865,2022-07-18,19.8,groceries,8180.0,2022-04-18,complaint,unresolved,2023-03-08,39,online banking,0
19,57,f,divorced,high,6290,2022-12-22,125.66,furniture,9979.0,2022-11-28,complaint,unresolved,2023-03-08,39,online banking,0
19,57,f,divorced,high,6290,2022-12-22,125.66,furniture,8180.0,2022-04-18,complaint,unresolved,2023-03-08,39,online banking,0
19,57,f,divorced,high,8988,2022-12-21,11.82,clothing,9979.0,2022-11-28,complaint,unresolved,2023-03-08,39,online banking,0
19,57,f,divorced,high,8988,2022-12-21,11.82,clothing,8180.0,2022-04-18,complaint,unresolved,2023-03-08,39,online banking,0
20,41,m,single,low,1490,2022-07-12,345.75,groceries,9094.0,2022-07-19,feedback,resolved,2023-08-15,16,website,0
20,41,m,single,low,2219,2022-12-17,191.96,electronics,9094.0,2022-07-19,feedback,resolved,2023-08-15,16,website,0
20,41,m,single,low,4307,2022-02-02,324.99,clothing,9094.0,2022-07-19,feedback,resolved,2023-08-15,16,website,0
20,41,m,single,low,8961,2022-11-26,488.22,clothing,9094.0,2022-07-19,feedback,resolved,2023-08-15,16,website,0
20,41,m,single,low,7435,2022-10-19,39.34,groceries,9094.0,2022-07-19,feedback,resolved,2023-08-15,16,website,0
20,41,m,single,low,4846,2022-09-14,485.84,clothing,9094.0,2022-07-19,feedback,resolved,2023-08-15,16,website,0
20,41,m,single,low,5167,2022-09-20,122.1,groceries,9094.0,2022-07-19,feedback,resolved,2023-08-15,16,website,0
20,41,m,single,low,9861,2022-04-14,315.55,furniture,9094.0,2022-07-19,feedback,resolved,2023-08-15,16,website,0
20,41,m,single,low,4640,2022-04-04,462.1,books,9094.0,2022-07-19,feedback,resolved,2023-08-15,16,website,0
21,64,m,divorced,high,2493,2022-02-16,97.31,books,5921.861260568793,,feedback,resolved,2023-06-16,18,website,0
21,64,m,divorced,high,2596,2022-04-09,217.3,groceries,5921.861260568793,,feedback,resolved,2023-06-16,18,website,0
21,64,m,divorced,high,8416,2022-03-01,64.35,books,5921.861260568793,,feedback,resolved,2023-06-16,18,website,0
21,64,m,divorced,high,3714,2022-03-19,153.58,books,5921.861260568793,,feedback,resolved,2023-06-16,18,website,0
21,64,m,divorced,high,3647,2022-08-02,380.48,groceries,5921.861260568793,,feedback,resolved,2023-06-16,18,website,0
22,42,f,divorced,low,3133,2022-08-12,247.99,furniture,2931.0,2022-01-07,inquiry,resolved,2023-05-06,42,mobile app,0
22,42,f,divorced,low,3133,2022-08-12,247.99,furniture,6355.0,2022-08-06,inquiry,resolved,2023-05-06,42,mobile app,0
22,42,f,divorced,low,6885,2022-10-07,463.48,groceries,2931.0,2022-01-07,inquiry,resolved,2023-05-06,42,mobile app,0
22,42,f,divorced,low,6885,2022-10-07,463.48,groceries,6355.0,2022-08-06,inquiry,resolved,2023-05-06,42,mobile app,0
22,42,f,divorced,low,8646,2022-10-19,218.65,clothing,2931.0,2022-01-07,inquiry,resolved,2023-05-06,42,mobile app,0
22,42,f,divorced,low,8646,2022-10-19,218.65,clothing,6355.0,2022-08-06,inquiry,resolved,2023-05-06,42,mobile app,0
22,42,f,divorced,low,6250,2022-05-30,89.96,furniture,2931.0,2022-01-07,inquiry,resolved,2023-05-06,42,mobile app,0
22,42,f,divorced,low,6250,2022-05-30,89.96,furniture,6355.0,2022-08-06,inquiry,resolved,2023-05-06,42,mobile app,0
22,42,f,divorced,low,5095,2022-09-26,402.9,books,2931.0,2022-01-07,inquiry,resolved,2023-05-06,42,mobile app,0
22,42,f,divorced,low,5095,2022-09-26,402.9,books,6355.0,2022-08-06,inquiry,resolved,2023-05-06,42,mobile app,0
22,42,f,divorced,low,5195,2022-02-01,159.75,furniture,2931.0,2022-01-07,inquiry,resolved,2023-05-06,42,mobile app,0
22,42,f,divorced,low,5195,2022-02-01,159.75,furniture,6355.0,2022-08-06,inquiry,resolved,2023-05-06,42,mobile app,0
23,35,f,divorced,low,8983,2022-11-07,345.79,groceries,4991.0,2022-03-18,complaint,unresolved,2023-07-07,19,mobile app,0
23,35,f,divorced,low,8983,2022-11-07,345.79,groceries,6401.0,2022-02-23,complaint,resolved,2023-07-07,19,mobile app,0
23,35,f,divorced,low,4105,2022-04-10,457.01,books,4991.0,2022-03-18,complaint,unresolved,2023-07-07,19,mobile app,0
23,35,f,divorced,low,4105,2022-04-10,457.01,books,6401.0,2022-02-23,complaint,resolved,2023-07-07,19,mobile app,0
23,35,f,divorced,low,2838,2022-01-19,273.08,groceries,4991.0,2022-03-18,complaint,unresolved,2023-07-07,19,mobile app,0
23,35,f,divorced,low,2838,2022-01-19,273.08,groceries,6401.0,2022-02-23,complaint,resolved,2023-07-07,19,mobile app,0
23,35,f,divorced,low,1498,2022-02-11,414.86,books,4991.0,2022-03-18,complaint,unresolved,2023-07-07,19,mobile app,0
23,35,f,divorced,low,1498,2022-02-11,414.86,books,6401.0,2022-02-23,complaint,resolved,2023-07-07,19,mobile app,0
24,55,m,widowed,medium,4322,2022-06-07,76.78,clothing,2733.0,2022-11-02,complaint,resolved,2023-10-04,12,mobile app,0
24,55,m,widowed,medium,5599,2022-12-12,128.8,books,2733.0,2022-11-02,complaint,resolved,2023-10-04,12,mobile app,0
24,55,m,widowed,medium,9658,2022-11-07,431.03,furniture,2733.0,2022-11-02,complaint,resolved,2023-10-04,12,mobile app,0
24,55,m,widowed,medium,7717,2022-02-11,485.5,groceries,2733.0,2022-11-02,complaint,resolved,2023-10-04,12,mobile app,0
24,55,m,widowed,medium,2676,2022-10-29,21.11,clothing,2733.0,2022-11-02,complaint,resolved,2023-10-04,12,mobile app,0
25,43,f,married,low,5648,2022-09-14,330.41,groceries,8432.0,2022-12-06,feedback,resolved,2023-02-15,27,mobile app,0
25,43,f,married,low,4092,2022-09-07,392.9,books,8432.0,2022-12-06,feedback,resolved,2023-02-15,27,mobile app,0
25,43,f,married,low,7927,2022-10-07,41.46,groceries,8432.0,2022-12-06,feedback,resolved,2023-02-15,27,mobile app,0
26,31,m,single,medium,9145,2022-12-10,318.48,books,3912.0,2022-12-12,complaint,resolved,2023-09-29,45,mobile app,1
26,31,m,single,medium,1480,2022-12-28,45.91,furniture,3912.0,2022-12-12,complaint,resolved,2023-09-29,45,mobile app,1
26,31,m,single,medium,8843,2022-07-31,207.37,clothing,3912.0,2022-12-12,complaint,resolved,2023-09-29,45,mobile app,1
27,26,m,widowed,medium,4425,2022-05-12,288.66,books,9414.0,2022-06-13,feedback,unresolved,2023-10-01,22,mobile app,0
27,26,m,widowed,medium,5786,2022-01-04,344.59,furniture,9414.0,2022-06-13,feedback,unresolved,2023-10-01,22,mobile app,0
27,26,m,widowed,medium,4102,2022-05-18,390.78,electronics,9414.0,2022-06-13,feedback,unresolved,2023-10-01,22,mobile app,0
27,26,m,widowed,medium,2276,2022-11-10,415.81,electronics,9414.0,2022-06-13,feedback,unresolved,2023-10-01,22,mobile app,0
27,26,m,widowed,medium,1996,2022-07-23,191.92,clothing,9414.0,2022-06-13,feedback,unresolved,2023-10-01,22,mobile app,0
27,26,m,widowed,medium,2452,2022-07-14,172.02,groceries,9414.0,2022-06-13,feedback,unresolved,2023-10-01,22,mobile app,0
27,26,m,widowed,medium,6309,2022-02-11,348.97,clothing,9414.0,2022-06-13,feedback,unresolved,2023-10-01,22,mobile app,0
27,26,m,widowed,medium,7397,2022-02-05,57.85,groceries,9414.0,2022-06-13,feedback,unresolved,2023-10-01,22,mobile app,0
28,27,f,widowed,high,5739,2022-12-18,56.85,electronics,4174.0,2022-04-14,complaint,unresolved,2023-10-26,42,online banking,0
